,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
199201,-3.05,10.49,1.94,-4.15,2.8,6.6,-2.62,-4.58,0.33,-5.55,0.84,4.78
199202,1.1,12.28,2.31,-0.52,1.47,3.88,-1.21,-1.23,2.6,-2.59,2.97,3.47
199203,-1.56,0.79,-2.12,-2.78,0.64,-5.17,-0.98,-0.53,-1.33,-5.46,-0.82,-4.76
199204,0.74,7.9,2.03,9.47,5,-0.98,6.85,2.68,-3.48,-2.15,0.9,-0.3
199205,1.38,-1.92,-0.63,3.2,-0.41,0.08,-1.7,2.54,0.18,1.08,2.53,-0.57
199206,-2.88,2.16,-2.18,-3.48,-5.58,-4.07,1.24,0.54,-1.9,-4.68,1.25,-2.67
199207,4.67,0.43,1.99,5.35,5.2,3.01,5.37,6.69,3.84,5.73,3.67,2.15
199208,0.85,-9.46,-2.97,2.57,-4.72,-4.54,-1.05,-0.49,-0.55,-3.3,-3.22,-3.85
199209,1.1,0.29,2.09,0.14,1.23,3.37,1.81,0.82,4.04,-4.9,3.37,3.65
199210,-0.85,0.06,0.11,-3.46,2.34,2.14,-0.53,-0.42,4.32,3.32,2.82,3.25
199211,3.65,8.64,4.72,-2.64,2.4,6.32,4.29,-0.24,7.19,4.87,6.51,4.95
199212,0.08,3.37,2.12,1.92,0.12,0.01,5.57,2.7,0.61,-1.4,4.61,2.02
199301,-0.78,9.48,1.21,2.75,-2.76,4.86,1.16,2.45,0.03,-6.77,3.65,2.41
199302,-2.05,-0.28,1.53,6.01,1.93,-0.28,5.72,6.21,-1.52,-8.94,0.99,-1
199303,0.01,5.45,2.7,4.1,1.25,2.23,3.26,1.77,2.77,0.81,4.36,2.76
199304,-9.24,2.31,-0.68,1.18,1.25,-3.66,-2.87,-0.15,-8.14,1.31,-3.71,-2.08
199305,2.67,1.08,2.86,1.74,1.3,8.78,4.23,-0.06,5.87,3.61,0.43,4.74
199306,-0.75,3.31,0.56,-1.12,-1.98,-0.44,4.64,3.18,-2.89,-2.92,3.89,-1.53
199307,-2.36,1.68,0.39,0.48,-0.96,-3.9,2.15,1.95,0.65,-6,2.4,1.16
199308,4.28,0.5,3.84,4.22,2.45,6.43,5.47,3.67,3.97,3.06,3.16,4.18
199309,-1.79,0.82,-1.78,1.44,-2.39,1.3,-0.48,-0.63,-0.33,0.91,2.34,0.13
199310,6.09,7.51,2.47,-1.87,4.85,1.57,2.59,-1.96,4.61,6,-3.76,1.5
199311,0.67,0.84,0.99,-5.89,1.61,0.07,-6.04,-5.51,0.67,1.11,-3.85,-0.37
199312,1.46,4.51,4.21,0.53,2.62,3.02,-0.44,1.61,-2.09,2.49,2.25,3.38
199401,-0.44,6.96,4.07,4.86,6.59,4.74,2.01,-1.22,0.63,1.93,4.18,4.93
199402,-1.28,-4.36,-0.54,-2.97,-0.76,1.7,-5.53,-4.95,1.98,-5.55,-4.06,-3.53
199403,-4.05,-6.42,-4.41,-3.63,-4.34,-3.89,-3.74,-3.93,-4.61,-6.71,-3.37,-6.32
199404,1.22,-0.45,-1.36,4.13,3.41,-1.57,1.42,2.11,0.25,2.4,2.44,-1.48
199405,-1.33,-2.77,2.02,0.89,2.24,2.1,1.66,-5.35,-1.91,4.37,4.31,-0.08
199406,-1.83,-3.43,-2.25,-2.68,-3.25,-5.21,0.71,-3.13,-2.62,-3.69,-2.6,-2.77
199407,2.95,3.7,4.82,3.3,3.94,3.89,3.2,5.16,0.81,1.04,2.79,2.27
199408,6.05,-0.23,3.87,-0.06,6.82,9.31,1.16,0.66,4.58,10.72,3.55,3.27
199409,-0.32,-5.06,-1.82,-2.08,-1.26,-0.46,-1.1,-2.78,-2.34,1.72,-4.76,-2.89
199410,2.16,-1.46,0.17,7.37,1.55,7.28,-0.09,1.56,1.22,0.88,0.35,-0.35
199411,-1.66,-5.07,-5.28,-4.84,-5.84,-2.13,-5.45,0.26,-3.39,0.43,-5.32,-4.81
199412,1.32,3.83,4.65,-0.99,2.74,2.52,0.9,0.35,-2.86,0.53,1.39,1.64
199501,1.84,-5.84,-0.2,0.37,-0.82,-0.81,4.2,6.23,1.53,6.16,5.64,2.32
199502,3,5.07,5.83,4.48,4.74,6.77,1.51,0.82,2.69,2.24,4.93,4.64
199503,2.73,1.44,3.2,5.27,4.21,4.56,0.28,-1.75,3.5,2.7,1.21,3.93
199504,1.84,1.41,2.69,2.34,3.66,8.31,1.59,2.38,-1.67,3.07,1.65,1.52
199505,4.72,4.84,3.11,4.08,3.34,3.09,0.63,6.01,2.7,1.62,6.2,0.02
199506,1.69,0.83,2.68,-3.09,0.71,9.81,3.86,-0.46,4.92,4.47,1.73,3.33
199507,1.25,2.65,4.49,2.3,1.19,7.9,5.14,-0.38,3.54,5.3,4.19,6.59
199508,0.68,0.72,-0.24,-1.61,-0.02,-0.13,4.33,0.98,-2.78,1.04,5.19,0.19
199509,6.69,-0.52,1.49,1.31,4.12,1.28,5.63,6.24,2.75,7.45,5.76,1.4
199510,0.36,-4.78,-2.64,-0.24,-2.79,1.47,-0.12,1.48,-5.5,1.13,-1.92,-2.41
199511,4.52,5.45,6.49,4.76,6.49,-0.7,2.8,1.56,6.16,4.94,6.75,4.51
199512,1.7,3.15,1.94,5.79,0.58,-4.22,3.94,5.06,-0.81,5.92,1.25,0.76
199601,2.67,3.49,2.68,-0.36,5.01,1.91,2.33,1.91,-0.37,5.95,3.93,2.47
199602,3.12,2.02,0.58,1.05,1.65,6.3,-2.2,-2.58,4.33,-1.07,2.13,2.61
199603,-0.94,4.28,2.94,4.98,4.75,-3.44,-1.87,-0.47,5.96,0.23,0.96,3.71
199604,0.1,3.54,2.54,3.44,-0.44,10.03,2.7,-2.59,4.22,-0.6,-1.08,3.62
199605,6.56,2.24,3.02,0.48,0.77,3.84,0.06,1.35,4.39,3.93,1.41,2.05
199606,3.24,-4.93,-0.33,0.92,-0.78,-4.89,0.43,5.21,-1.62,-0.19,0.65,-2.59
199607,-4.1,-4.18,-4.44,-4.67,-2.88,-7.51,-8.54,-5.82,-7.53,-6.06,-2.58,-8.62
199608,-0.75,3.16,3.4,2.97,2.84,4.39,-0.92,2.89,5.83,4.19,4.18,3.27
199609,3.68,2.39,5.99,4,6.54,10.65,1.52,0.67,3.52,7.34,5.78,3.13
199610,1.78,0.13,1.41,5.84,2.16,-1.18,-0.73,3.61,-2.23,-0.68,5.47,-0.37
199611,5.13,6.01,6.21,5.53,5.78,12.1,5.65,2.61,3.12,6.66,8.45,4.81
199612,0.51,-3.19,0.02,0.8,-1.55,-2.58,2.63,0.14,-3.46,-2.66,-1.65,-2.17
199701,5.58,3.16,4.07,4.32,4.72,9.37,2.34,0.9,0.17,9.55,6.59,4.47
199702,4.09,0.35,0.44,-5.69,1.78,-7.42,2.28,-0.57,3.08,0.94,3.93,-1.61
199703,-5.12,-3.94,-4.05,5.21,-2.94,-5.51,-7.6,-2.76,-1.29,-7.4,-6.63,-3.65
199704,5.19,2.31,5.34,0.05,5.34,8.22,2.54,-1.39,2.21,6.16,6.23,2.01
199705,5.89,6.67,8.41,7.33,6.29,10.11,6.64,3.77,6.04,6.91,5.86,7.56
199706,3.53,3.9,5.19,1.31,5.24,1.32,3.78,3.06,5.02,8.89,6.16,2.87
199707,3.35,7.46,7.09,7.4,7.29,16.01,2.75,2.81,7.78,2.06,10.62,4.97
199708,-6.25,1.37,-4.94,0.24,-7.18,-1.31,-2.28,-1.16,-2.57,-6.14,-5.64,-2.03
199709,5.56,5.34,3.77,6.3,2.05,3.45,9.68,4.65,5.19,6.62,8.09,7.38
199710,-3.14,-3.3,-6.72,-2.01,-3.58,-8.41,3.33,0.94,-2.2,0.26,-1.9,-4.99
199711,6.45,-1.63,3.79,-3.55,5.38,1.48,10.26,7.14,5.35,2.86,3.6,1.15
199712,3.78,4.1,-0.99,-1.51,1.71,-4.2,4.56,7.97,-0.24,3.55,5.89,3.5
199801,-2.89,0.55,1.72,-5.73,-1.83,5.28,4.84,-4.37,0.91,5.73,-2.84,0.24
199802,5.14,12.28,6.59,6.83,8.53,10.39,2.62,2.65,10.38,5.44,8.83,6.25
199803,5.72,6.24,5.2,4.8,4.03,1.32,9.81,6.77,6.55,3.61,5.74,5.93
199804,-3.1,0.99,1.18,3.8,1.43,5.12,-3.03,-2.51,-0.38,1.92,1.87,1.6
199805,1.08,7.2,-3.77,-4.2,0.92,-6.96,-1.65,-0.88,2.14,-2.47,-2.3,-5.34
199806,3.8,1.8,-0.95,-1.36,0.39,8.76,3.21,2.84,4.81,6.18,3.51,1.84
199807,-4.07,-1.32,-4.82,-6.79,-8.12,0.49,3.83,-5.34,-3.1,-0.22,-0.99,-4.1
199808,-12.99,-19.17,-15.62,-10.41,-10.84,-17.59,-11.74,2.25,-14.24,-12.26,-22.1,-18.84
199809,1.3,1.55,1.86,13.01,-2.58,15.16,10.02,7.98,1.48,12,2.06,4.93
199810,10.8,11.71,11.1,1.28,11.42,6.38,6.82,-1.76,10.56,3.86,10.05,5.62
199811,6.33,4.84,4.1,0.45,2.28,11.65,3.67,1.35,9.55,6.18,6.37,5.66
199812,0.51,4.26,3.17,-1.16,0.13,15.29,14.32,2.83,8.97,5.02,3.21,4.85
199901,-3.41,5.43,2.25,-5.51,-3.96,15.13,8.79,-6.26,2.36,0.24,0.52,2.91
199902,-3.78,-4.31,-2.89,-3.17,0.71,-11.46,-2.92,-3.78,-1.5,0.22,0.67,-2.13
199903,-1.96,-0.84,4.37,15.42,5.79,8.58,-0.66,-1.69,2.79,2.55,3.07,0.29
199904,3.76,10.33,8.46,15.91,11.42,2.37,8.33,7.18,0.51,-5.53,6.33,8.02
199905,1.41,-5.54,-2.75,-3.13,-4.25,-0.67,1.03,6.72,-2.88,-2.05,-3.56,-3.38
199906,0.33,0.59,5.92,-1.48,0.94,11.76,5.85,-4.29,7.92,4.49,2.83,4.46
199907,-2.48,-5.97,-1.36,1.65,-0.35,-1.79,-1.61,-0.61,-5.02,-4.44,-5.76,-7.08
199908,-4.63,1.12,-0.13,1.86,-1.01,5.47,-7.57,0.62,-5.97,3.72,-5.24,-4.69
199909,-6.78,-7.76,-1.15,-3.88,-7.65,-0.14,4.45,-4.31,1.45,-7.09,-5.26,-1.59
199910,6.46,4.44,3.17,-1.58,8.08,3.25,9.53,2.17,3.34,10.78,14.02,2.71
199911,-1.23,-1.93,-1.5,3.78,0.33,12.86,4.29,-7.45,4.18,1.5,-3.45,2.35
199912,-2.5,2.88,11.24,0.68,5.56,20.76,4.18,-2.34,6.46,-5.63,-0.92,10.04
200001,-4.77,-0.87,-7.9,0.9,-8.26,-4.78,-4.04,5.75,-11.23,7.56,-4.42,-4.88
200002,-6.19,-7.95,-2.3,-5.44,-10.2,18.01,-3.59,-7.26,-3.86,-2.88,-8.49,-0.52
200003,7.74,10.51,12.04,12.26,-3.89,4.12,7.57,5.77,13.28,0.28,16.69,4.68
200004,-1.82,9.27,1.17,-1.98,0.14,-10.65,-7.9,7.6,-4.27,5.25,-4.25,-1.11
200005,7.22,-13.22,-2.26,9.44,1.87,-10.86,-10.41,3.9,-2.7,3.94,5.06,-1.72
200006,2.39,-9.48,-0.13,-5.17,-4.91,13,4.16,-4.76,-2.32,11.51,-4.01,1.74
200007,0.79,4.61,-0.21,-2.61,-1.74,-5.18,-7.41,4.43,-1.37,-6.16,8.9,-0.12
200008,-1.81,4.57,8.94,8.91,1.71,12.57,-0.96,11.72,-2.45,3.58,10.2,7.05
200009,3.46,-4.1,-7.73,4.37,-1.33,-15.05,-4.07,9.63,2.7,3.72,2.29,-3.15
200010,7.63,1.88,3.14,-3.05,8.4,-7.28,-0.42,-2.25,-1.51,2.59,-0.32,-2.64
200011,2.78,-11.21,-5.23,-2.95,0.37,-23.37,-15.51,3.1,-1.37,0.79,-5.28,-7.51
200012,5.46,1.07,6.62,7.75,8.39,-8.03,-4.38,6.58,5.62,3.53,10.11,1.37
200101,-1.92,13.2,2.29,-3.39,-5.74,16.59,14.39,-10.77,6.63,-8.93,-0.49,1.34
200102,0.18,-1.25,-5.57,0.12,-1,-26.03,-9.89,6.24,-5.35,-0.5,-5.29,-2.46
200103,-4.65,-3.06,-7.5,-0.31,-6.82,-13.58,-5.69,1.64,-2.87,-8.44,-3.04,-6.6
200104,0.93,8.44,10.69,10.32,3.09,17.97,2.51,5.46,5.6,3.99,3.97,10.08
200105,3.35,-2.32,2.58,0.09,3.71,-3.39,-1.28,0.01,1.6,3.03,3.84,3.61
200106,-1.61,3.48,-5.96,-7.71,-0.8,1.45,-3,-6.22,-2.49,-2.85,0.7,-1.31
200107,-0.19,3.28,0.46,-2.55,0.59,-7.54,-0.67,-3.66,4.59,2.3,-0.71,-5.72
200108,2.51,-11.36,-2.98,-3.59,0.69,-12.65,-9.24,0.42,-6.98,-3.11,-5.69,-4.64
200109,-2.57,-16.9,-15.98,-5.65,-5.19,-18.98,-2.45,-6.39,-9.6,-0.59,-5.92,-13.49
200110,1.08,0.9,4.78,4.78,1.98,15.7,-9.39,1.41,1.64,1.18,-1.38,1.46
200111,2.08,15.5,8.76,-4.11,7.47,16.01,6.09,-1.63,10.14,5.04,7.17,9.52
200112,2.02,-0.91,3.89,6.16,0,-0.65,2.74,3.85,4.51,-2.88,2.88,4.34
200201,1.92,2.94,2.02,-2.99,0.81,-0.51,-7.14,-4.07,2.76,-2.36,-1.33,-6.49
200202,4.36,3.05,4.57,5.19,3.69,-13.23,-2.39,-0.25,-0.09,-0.51,-1.12,0.78
200203,3.74,6.92,4.91,7.81,5.07,6.42,0.31,10.04,2.03,0.47,6.5,3.01
200204,2.66,1.74,-1.01,-4.4,-2.56,-11.75,-12.71,-0.56,-1.38,-7.59,-1.34,-9.49
200205,1.44,-0.21,-0.84,-0.59,0.92,-3.75,3.01,-6.47,-1.26,-2.23,-0.21,-0.96
200206,-5.79,-8.11,-3.82,-0.44,-1.5,-12.25,-14.4,-5.36,-5.08,-9.6,-4.7,-7.09
200207,-6.72,-12.26,-10.02,-11.95,-5.16,-9.58,-11.67,-12.3,-11.31,-2.55,-7.35,-4.16
200208,2.49,0.38,-2.68,0.54,1.71,-0.88,0.33,3.38,1.9,0.65,2.02,-1.04
200209,-7.68,-11.08,-9.66,-8.13,-5.45,-16.82,-9.3,-10.86,-9.4,-5.86,-10.85,-10.24
200210,5.22,-3.3,4.19,3.28,3.31,19.49,21.36,-0.68,5.7,5.68,7.58,3.39
200211,-1.27,12.07,8.39,3.17,2.02,16.21,11.76,1.62,1.93,3.71,3.52,7.47
200212,0,-7.26,-4.91,0.76,-1.38,-13.09,-9.07,3.85,-6.94,-4.05,-4.48,-6.21
200301,-4.78,-3.23,-4.48,-2.41,-3.26,-1.47,-3.53,-3.17,-4.77,-0.59,-1.34,-4.81
200302,-3.11,-5.05,-1.63,1.98,-3.22,1.3,-6.44,-3.92,-1.21,-1.94,-3.05,-1.48
200303,-2.67,-2.76,-1.12,1.18,6.19,-0.95,-0.6,4.35,4.61,3.79,0.01,2.62
200304,4.7,15.18,6.83,-0.57,5.58,9.33,11.15,7.44,8.9,4.32,11.24,13.03
200305,9.22,2.85,6.12,8.91,1.83,9.73,6.16,10.11,3.41,3.91,5.69,4.45
200306,1.57,2.68,1.75,-1.21,-1.85,0.26,1.97,0.66,3.47,4.11,0.58,1.84
200307,-2.33,6.6,5.86,-2.7,3.06,5.64,-1.65,-5.25,3.32,0.62,4.52,1.26
200308,0.66,7.86,5.84,6.26,0.7,6.09,1.34,1.91,6.76,-2.53,-0.75,3.95
200309,1.11,-4.07,-5.19,-2.31,-0.55,-0.9,-5.65,3.9,-4.53,0.24,0.66,-0.38
200310,5.59,6.97,10.47,1.54,5.45,8.22,6.66,1.58,9.03,0.72,7.08,4.9
200311,3.78,3.09,2.68,0.61,0.74,1.89,-0.63,0.94,0.58,1.64,0.7,2.12
200312,3.31,12.3,7.24,13.58,5.64,2.1,7.39,5.81,-2.13,5.69,4.26,4.97
200401,0.12,-1.12,-0.77,0.45,-0.28,4.47,1.42,1.92,0.45,3.04,3.31,1.41
200402,4.28,-0.11,1.57,4.69,2.94,-2.95,-0.79,2.06,6.08,0.91,2.79,0.12
200403,-0.3,-1.15,-0.49,-0.16,0.39,-2.55,-2.44,1.17,0.3,-3.91,-0.65,-0.52
200404,1.51,2.38,-0.89,2.48,1.37,-4.93,-0.51,-3.51,-2.68,3.57,-4.52,-2.17
200405,-2.19,-1.61,1.75,0.42,1.24,4.87,-2.95,1.28,0.27,-0.38,1.83,2.65
200406,1.87,5.08,6.2,5.49,3.47,2.62,0.56,2.01,0.07,-0.38,0.59,3.66
200407,-5.83,-4.69,-3.91,3.28,-4.33,-8.5,-1.27,1.05,-3.98,-5.88,-2.31,-2.67
200408,0.83,-2.3,-0.03,-1.24,4.2,-4.43,1.28,3.67,-1.15,1.66,3.11,-0.73
200409,-1.76,2.45,2.92,8.88,-0.26,3.26,1.34,1.42,2.58,-1.41,0.21,3.65
200410,2.87,-2.65,-1.26,0.66,-1.61,5.03,3.36,4.23,3.08,-2.4,0.57,2.69
200411,4.52,7.18,7.71,6.56,5.97,5.85,3.42,4.92,3.61,0.66,4.7,5.5
200412,4.8,4.85,2.21,-2.09,3.53,3.19,4.34,2.41,3.43,5.66,4.24,4.78
200501,-0.08,-6.71,-2.06,3.02,-1.16,-6.14,-3.93,1.76,-1.08,-4.05,-2.13,-3.09
200502,0.6,-0.28,4.16,19.03,4.1,-0.18,-0.15,2.32,0.86,2.48,-0.23,1.16
200503,-0.88,-7.56,-1.72,-3.27,-0.94,-2.42,-0.11,0.63,0,-0.41,-3.22,-0.66
200504,-1.02,-11.06,-5.11,-5.79,-3.94,-4.54,-1.94,2.1,-5.34,3.96,-0.93,-3.13
200505,2.27,8.65,3.98,2.17,0.5,7.77,1.42,1.7,6.39,1.45,3.36,3.44
200506,-1.61,1.77,-0.77,5.85,-2.18,-1.61,0.05,5.57,2.47,-0.57,2.46,-0.75
200507,2.41,5.21,6.51,6.14,4.28,5.97,2.91,2.99,5.84,3.74,1.74,4.08
200508,0.1,-2.73,-0.51,5.71,-3.34,-0.6,-1.14,1.16,-5.57,-0.33,-1.44,-2.19
200509,0.25,-4.8,1,7.05,0.19,0.79,-1.58,4.39,-1.75,-1.95,1.16,1.26
200510,-1.81,-4.17,-3.28,-10.01,-0.64,-1.64,-3.08,-6.85,1.62,-3.26,2.52,-1.47
200511,1.01,2.28,6.59,1.38,2.66,6.61,2.42,-0.19,4,1.57,4.49,5.81
200512,-0.16,-0.66,1.55,0.72,1.22,-1.85,-1.59,1.23,-0.61,2.4,0.28,-0.01
200601,0.18,6.15,6.03,12.69,2.93,3.69,3.58,3.05,1.99,2.16,1.28,2.26
200602,1.15,-0.31,1.58,-8.22,0.33,-1.27,3.3,0.23,1.44,1.07,1.59,0.03
200603,1.23,2.77,4.26,4.2,0.1,2.99,1.87,-3.64,2.41,-0.96,0.63,4.48
200604,1.03,0.53,4.64,4.64,2.56,-1.08,1.56,1.85,-1.66,-1.93,2.78,1.08
200605,1.3,0.5,-3.43,-3.38,-3.02,-6.8,-0.12,1.52,-1.93,-2.19,-3.6,-2.48
200606,-0.08,1.92,-0.61,2.58,-0.27,-1.16,2.88,2.41,0.27,-0.14,-0.4,-0.19
200607,3.49,-3.16,-4.69,4.7,-1.65,-3.95,2.26,4.87,-4.31,4.27,1.32,-6.03
200608,3.09,2.06,0.45,-3.56,5.76,7.22,2.24,2.35,2.05,2.29,1.49,1.96
200609,-0.31,4.27,1.98,-3.53,1.77,3.71,3.42,-2.15,5.76,1.67,3.66,2.66
200610,2.59,5.13,4.47,5.02,4.15,4.34,5.45,5.36,3.91,1.65,2.1,4.53
200611,1.44,1.86,4.65,8.56,1.28,3.07,0.69,3.03,-1.31,0.05,1.03,3.17
200612,1.98,-0.79,0.07,-2.07,1.48,-0.97,4.36,0.7,1.45,0.08,3.81,1.93
200701,1.35,2.71,3.33,-1.31,3.01,2.16,2.88,0.38,3.55,3.5,0.5,2.35
200702,-1.79,-0.43,1.05,-2.17,0.27,-2.49,-2.5,4.25,-0.63,-2.8,-2.5,-1.92
200703,2.47,-1.07,1.9,5.99,0.88,0.9,2.32,4.34,0.73,-0.21,-0.38,-0.03
200704,3.74,6.26,5.35,5.39,2.34,4.92,2.11,3.92,2.23,6.84,3.67,2.8
200705,2.81,3.42,6.26,7.19,1.67,3.89,6.68,1.2,2.51,1.11,2.94,4.21
200706,-0.86,2.12,-0.48,1.04,-0.87,0.61,-1.73,-4.78,-1.95,-3.4,-3.54,-0.92
200707,-4.26,-5.9,-0.17,-1.02,0.05,-1.23,-3.15,-3.82,-5.36,-4.04,-7.53,-1.03
200708,1.83,-1.78,-0.15,0.3,2.78,2.66,-0.8,1.93,1.4,2.31,1.49,-0.24
200709,3.76,1.6,4.98,7.8,6.35,4.21,1.97,3.57,-0.72,3.58,1.94,4.17
200710,2.2,1.04,0.38,2.74,2.25,6.84,-2.29,6.69,1.07,1.44,-1.3,2.36
200711,1.04,-8.72,-3.97,-4,0.24,-7.47,-6.75,-0.69,-3.77,0.03,-6.15,-6.56
200712,-1.11,-1.89,0.57,7.6,1.55,1.43,-0.2,0.89,-2.72,-4.07,-4,-2.77
200801,-4.95,-5.94,-7.53,-9.34,-7.24,-12.38,-7.66,-6.92,-0.42,-4.55,-1.23,-3.45
200802,-0.22,-5.91,-0.16,7.16,2.67,-3.71,-3.81,-3.01,-4.85,-0.92,-10.72,-3.38
200803,1.18,-4.14,-0.63,-2.8,1.4,0.78,-0.21,0.88,1.88,-1.79,-3.79,2.02
200804,-1.38,6.63,6.08,10.71,2.73,6.89,4.42,6.33,5.18,0.41,5.66,0.05
200805,3.67,1.75,4.16,4.37,1.61,5.45,4.8,3.57,1.05,1.63,-4.12,0.73
200806,-7.37,-19.3,-10.97,2.91,-5.91,-9.04,-11.05,-0.58,-8.1,-3.01,-17.37,-10.21
200807,1.91,-0.21,-1.97,-15.69,3.22,-0.87,-3.01,-7.23,1.15,6.76,6.65,0.44
200808,1.91,2.47,1.57,-0.17,1.38,2.37,4.09,-0.5,5.38,1.79,-0.09,1.02
200809,-2.96,-9.19,-15.57,-12.46,-9.18,-12.59,-12.7,-12.11,-5.78,-5.95,-4.21,-11.31
200810,-12.19,-32.63,-23.72,-17.23,-15.61,-18.05,-16.35,-11.07,-15.12,-10.96,-20.03,-20.37
200811,-6.73,-11.44,-8.03,-0.45,-7.48,-11.16,-1.82,1.08,-7.68,-7.36,-13.87,-8.87
200812,0.3,1.3,3.66,-3.13,-2.11,2.19,3.44,-2.08,4.91,6.75,1.65,1.14
200901,-3.63,-12.48,-9.46,-3.11,-8.84,-3.09,-10.35,-0.81,-7.62,-2.2,-20.9,-13.7
200902,-7.59,-12.82,-15.77,-11.95,-9.76,-4.94,-7.15,-12.65,-3.1,-9.92,-14.54,-13.04
200903,6.38,12.83,8.63,3.76,5.97,11.34,7.64,2.79,9.94,7.05,14.21,10.6
200904,4.78,42.63,21.08,5.2,11.64,12.5,10.43,2.13,9.55,-0.95,17.05,14.83
200905,6.76,-2.82,4.95,10.77,6.18,3.15,1.52,4.66,-0.9,6.26,9.65,4.53
200906,0.34,3.71,-1.16,-4.84,-2.67,4.29,1.63,4.66,-0.32,3.54,-1.7,-2.06
200907,7.44,18.43,10.93,5.31,12.28,8.31,5.42,4.35,6.75,5.52,8.36,9.81
200908,0.83,2.65,4.68,0.73,-0.2,2.41,1.03,0.21,3.69,2.19,10.2,3.97
200909,4.32,3.08,6.45,5.19,6.47,5.24,6.34,2.33,2.38,2.4,1.27,6.98
200910,-0.69,-0.25,-3.58,2.23,-1.09,-1.37,-3.55,-2.74,0.06,-3.67,-4.41,-6.72
200911,3.82,9.46,7.24,3.17,8.25,5.01,6.49,4.51,5.04,8.22,4.26,8.44
200912,2.67,5.07,4.51,-0.55,-0.31,5.89,6.25,5.86,1.97,2.45,0.94,1.85
201001,-2.33,-0.87,-4.42,-4.73,-1.09,-7.91,-6.84,-4.5,-1.85,0,-1.18,-2.42
201002,2.72,7.3,5.75,2.41,4.13,4.8,2.92,-0.43,4.29,0.38,2.71,4.56
201003,5.98,9.28,7.82,3.17,4.11,6.66,7.88,3.1,6.24,3.61,8.14,8.97
201004,-0.93,7.2,4.25,3.6,1.28,2.17,3.82,2.86,2.56,-2.23,0.95,4.35
201005,-5.68,-8.7,-9.08,-10.7,-6.76,-7.69,-5.91,-6.31,-5.34,-8.01,-9.12,-8.24
201006,-1.94,-10.31,-6.45,-6.41,-4.38,-6.19,-4.33,-0.72,-9.03,-1.63,-7.32,-8.17
201007,7.37,15.02,10.13,7.74,8.51,7.58,9.74,6.79,4.62,2.14,6.62,9.04
201008,-1.25,-9.48,-7.26,-3.38,-1.98,-6.46,-2.23,0.41,-3.93,-1.66,-8.38,-5.86
201009,6.2,13.63,12.2,9.64,6.13,12.43,7.86,3.64,12.08,9.01,7.46,11.52
